"Reviewed_by_Group_Name","Date","searchtext","Parcel_ID","address","address_ver","address_rev","Property_Type","Other_Please_elaborate","General_Property_Information","X_of_Stories","X_1_Minor_Defects_check_all_th.MIN_NP","X_1_Minor_Defects_check_all_th.MIN_RFSWY","X_1_Minor_Defects_check_all_th.MIN_RFTILE","X_1_Minor_Defects_check_all_th.MIN_FOUND","X_1_Minor_Defects_check_all_th.MIN_WINDDO","X_1_Minor_Defects_check_all_th.MIN_WINDPAN","X_1_Minor_Defects_check_all_th.MIN_UNFINW","X_1_Minor_Defects_check_all_th.MIN_MISSDA","X_1_Minor_Defects_check_all_th.MIN_INSUL","X_1_Minor_Defects_check_all_th.MIN_ROT","X_1_Minor_Defects_check_all_th.MIN_RAILS","X_1_Minor_Defects_check_all_th.MIN_PORCH","X_1_Minor_Defects_check_all_th.MIN_PORJUNK","X_1_Minor_Defects_check_all_th.MIN_CHIMN","X_1_Minor_Defects_check_all_th.MIN_PAINT","X_1_Minor_Defects_check_all_th.MIN_GUTTER","X_2_Major_Defects_check_all_th.MAJ_NP","X_2_Major_Defects_check_all_th.MAJ_RFSWY","X_2_Major_Defects_check_all_th.MAJ_RFTILE","X_2_Major_Defects_check_all_th.MAJ_FOUND","X_2_Major_Defects_check_all_th.MAJ_WINDDO","X_2_Major_Defects_check_all_th.MAJ_SIDING","X_2_Major_Defects_check_all_th.MAJ_ROT","X_2_Major_Defects_check_all_th.MAJ_PORCH","X_2_Major_Defects_check_all_th.MAJ_CHIMN","X_3_Yard.YARD_SATIS","X_3_Yard.YARD_MOW","X_3_Yard.YARD_OVRGR","X_3_Yard.YARD_VHINOP","X_3_Yard.YARD_VHPARK","X_3_Yard.YARD_GRCOV","X_3_Yard.YARD_MAJCL","X_4_General_Condition_Aesthetic","X_5_Comments","Attach_a_picture_of_the_proper_1","Attach_a_picture_of_the_proper_2","Attach_a_picture_of_the_proper_3","Attach_a_picture_of_the_proper_4","start","end","meta.instanceID","X_uuid","X_submission_time","X_tags","X_notes","X_version","X_duration","X_submitted_by","ParcelID"
"Jamie",2016-06-09,"M0060260","M0060260000","NA","No","330 W Highland Av","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035346?filename=communitymapuga/attachments/1465481341737.jpg",NA,NA,NA,2016-06-09 10:06:59,2016-06-09 10:09:06,"uuid:b90d9708-d477-4ff2-8dfb-325b5771386e","b90d9708-d477-4ff2-8dfb-325b5771386e","2016-06-30T16:09:51",NA,NA,201606011515,127,"communitymapuga","M0060260000"
"Taylor",2016-06-09,"0140009","M0140009000","NA","No","300 Walton St","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035350?filename=communitymapuga/attachments/1465479710857.jpg",NA,NA,NA,2016-06-09 09:40:13,2016-06-09 09:41:54,"uuid:81350604-0b96-43da-b71b-866accbebc3b","81350604-0b96-43da-b71b-866accbebc3b","2016-06-30T16:09:54",NA,NA,201606011515,101,"communitymapuga","M0140009000"
"Jamie",2016-06-09,"M0060259","M0060259000","NA","No","326 W Highland Av","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair","Missing house numbers","http://classic.ona.io/api/v1/files/2035351?filename=communitymapuga/attachments/1465481435718.jpg",NA,NA,NA,2016-06-09 10:09:28,2016-06-09 10:10:41,"uuid:19487477-f53c-42cc-93ab-5becabab5e3b","19487477-f53c-42cc-93ab-5becabab5e3b","2016-06-30T16:09:56",NA,NA,201606011515,73,"communitymapuga","M0060259000"
"Taylor",2016-06-09,"M0140010","M0140010000","NA","No","306 Walton St","SF_GAR",NA,"OCCUP","two","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035356?filename=communitymapuga/attachments/1465479895289.jpg",NA,NA,NA,2016-06-09 09:43:07,2016-06-09 09:44:59,"uuid:8b85e8f0-4703-4343-b994-3d143a47e981","8b85e8f0-4703-4343-b994-3d143a47e981","2016-06-30T16:09:57",NA,NA,201606011515,112,"communitymapuga","M0140010000"
"Jamie",2016-06-09,"M0140042","M0140042000","NA","No","318 W Highland Av","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035357?filename=communitymapuga/attachments/1465481580575.jpg",NA,NA,NA,2016-06-09 10:11:13,2016-06-09 10:13:35,"uuid:8f198370-40d1-4bcb-ac1c-40805813b1bd","8f198370-40d1-4bcb-ac1c-40805813b1bd","2016-06-30T16:09:58",NA,NA,201606011515,142,"communitymapuga","M0140042000"
"Taylor",2016-06-09,"M0140015","M0140015000","NA","No","313 Walton St","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035358?filename=communitymapuga/attachments/1465480034383.jpg",NA,NA,NA,2016-06-09 09:46:11,2016-06-09 09:47:17,"uuid:052f8d6b-ca7c-4cdb-abba-adf6d6b3a62f","052f8d6b-ca7c-4cdb-abba-adf6d6b3a62f","2016-06-30T16:10:01",NA,NA,201606011515,66,"communitymapuga","M0140015000"
"Jamie",2016-06-09,"M0140044","M0140044000","NA","No","315 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035359?filename=communitymapuga/attachments/1465481746217.jpg",NA,NA,NA,2016-06-09 10:13:44,2016-06-09 10:15:49,"uuid:9a635fd7-cd82-4928-b0eb-754ad460b8d0","9a635fd7-cd82-4928-b0eb-754ad460b8d0","2016-06-30T16:10:02",NA,NA,201606011515,125,"communitymapuga","M0140044000"
"Taylor",2016-06-09,"M0140014","M0140014000","NA","No","317","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035360?filename=communitymapuga/attachments/1465480275793.jpg",NA,NA,NA,2016-06-09 09:47:20,2016-06-09 09:51:20,"uuid:4153b4d4-55a4-4cd1-84f6-878a2a615a3e","4153b4d4-55a4-4cd1-84f6-878a2a615a3e","2016-06-30T16:10:03",NA,NA,201606011515,240,"communitymapuga","M0140014000"
"Jamie",2016-06-09,"M0140045","M0140045000","NA","No","303 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035361?filename=communitymapuga/attachments/1465482000218.jpg",NA,NA,NA,2016-06-09 10:18:45,2016-06-09 10:20:06,"uuid:55b796da-b80f-4ac9-a456-870f85d6384c","55b796da-b80f-4ac9-a456-870f85d6384c","2016-06-30T16:10:06",NA,NA,201606011515,81,"communitymapuga","M0140045000"
"Taylor",2016-06-09,"M0140013","M0140013000","NA","No","321 Walton St","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035362?filename=communitymapuga/attachments/1465480405568.jpg",NA,NA,NA,2016-06-09 09:51:23,2016-06-09 09:53:29,"uuid:3884e077-369b-49aa-a393-4a0bd58c7999","3884e077-369b-49aa-a393-4a0bd58c7999","2016-06-30T16:10:06",NA,NA,201606011515,126,"communitymapuga","M0140013000"
"Jamie",2016-06-09,"M0140046","M0140046000","NA","No","221 W Highland Av","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035363?filename=communitymapuga/attachments/1465482224087.jpg",NA,NA,NA,2016-06-09 10:20:19,2016-06-09 10:23:52,"uuid:a3cb5cf7-4d7c-45e7-a81c-dd9835dc34fe","a3cb5cf7-4d7c-45e7-a81c-dd9835dc34fe","2016-06-30T16:10:08",NA,NA,201606011515,213,"communitymapuga","M0140046000"
"Taylor",2016-06-09,"M0060249","M0060249000","NA","No","325 Walton St","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035364?filename=communitymapuga/attachments/1465480579881.jpg",NA,NA,NA,2016-06-09 09:54:15,2016-06-09 09:56:28,"uuid:b779fde4-1e65-42d6-87b0-744f07f8f7cf","b779fde4-1e65-42d6-87b0-744f07f8f7cf","2016-06-30T16:10:09",NA,NA,201606011515,133,"communitymapuga","M0060249000"
"Jamie",2016-06-09,"M0140047","M0140047000","NA","No","217 W Highland Av","SF_NOGAR",NA,"FOR_SALE","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035369?filename=communitymapuga/attachments/1465482313430.jpg",NA,NA,NA,2016-06-09 10:24:04,2016-06-09 10:25:18,"uuid:dff79d34-c35b-41d7-ab88-5cf8b9af8424","dff79d34-c35b-41d7-ab88-5cf8b9af8424","2016-06-30T16:10:11",NA,NA,201606011515,74,"communitymapuga","M0140047000"
"Taylor",2016-06-09,"M0060258","M0060258000","NA","No","322 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035370?filename=communitymapuga/attachments/1465481513208.jpg",NA,NA,NA,2016-06-09 10:09:43,2016-06-09 10:11:57,"uuid:796c9044-969f-4a40-8b0e-61f8d9d3776c","796c9044-969f-4a40-8b0e-61f8d9d3776c","2016-06-30T16:10:13",NA,NA,201606011515,134,"communitymapuga","M0060258000"
"Jamie",2016-06-09,"M0140049","M0140049000","NA","No","209 W Highland Av","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Under construction for remodeling","http://classic.ona.io/api/v1/files/2035371?filename=communitymapuga/attachments/1465482504397.jpg",NA,NA,NA,2016-06-09 10:26:05,2016-06-09 10:28:32,"uuid:718305b4-1c66-4679-8542-c8eff088be38","718305b4-1c66-4679-8542-c8eff088be38","2016-06-30T16:10:14",NA,NA,201606011515,147,"communitymapuga","M0140049000"
"Taylor",2016-06-09,"M0140041","M0140041000","NA","No","314 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035372?filename=communitymapuga/attachments/1465481666193.jpg",NA,NA,NA,2016-06-09 10:12:12,2016-06-09 10:14:34,"uuid:a574a65c-9491-49d3-a90d-44f9311ab78a","a574a65c-9491-49d3-a90d-44f9311ab78a","2016-06-30T16:10:16",NA,NA,201606011515,142,"communitymapuga","M0140041000"
"Jamie",2016-06-09,"M0140036","M0140036000","NA","No","203 N Jackson St","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035373?filename=communitymapuga/attachments/1465482767282.jpg",NA,NA,NA,2016-06-09 10:28:40,2016-06-09 10:35:48,"uuid:9e4f629d-e8a6-4b4c-9f24-4fab523f1bab","9e4f629d-e8a6-4b4c-9f24-4fab523f1bab","2016-06-30T16:10:17",NA,NA,201606011515,428,"communitymapuga","M0140036000"
"Taylor",2016-06-09,"0140039","M0140039000","NA","No","302 W Highland Av","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035374?filename=communitymapuga/attachments/1465481965783.jpg",NA,NA,NA,2016-06-09 10:15:44,2016-06-09 10:19:29,"uuid:7703c7b1-636c-4ed8-adf6-c7fe66edc83e","7703c7b1-636c-4ed8-adf6-c7fe66edc83e","2016-06-30T16:10:19",NA,NA,201606011515,225,"communitymapuga","M0140039000"
"Jamie",2016-06-09,"M0140051","M0140051000","NA","No","201 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035375?filename=communitymapuga/attachments/1465482894437.jpg",NA,NA,NA,2016-06-09 10:32:59,2016-06-09 10:35:06,"uuid:d05f30b4-b716-42d3-ab54-b2ee1a893123","d05f30b4-b716-42d3-ab54-b2ee1a893123","2016-06-30T16:10:20",NA,NA,201606011515,127,"communitymapuga","M0140051000"
"Taylor",2016-06-09,"M0140038","M0140038000","NA","No","218 W Highland Av","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035376?filename=communitymapuga/attachments/1465482199160.jpg",NA,NA,NA,2016-06-09 10:20:57,2016-06-09 10:23:24,"uuid:706c542c-3b05-4edc-be79-df665386e1b4","706c542c-3b05-4edc-be79-df665386e1b4","2016-06-30T16:10:21",NA,NA,201606011515,147,"communitymapuga","M0140038000"
"Jamie",2016-06-09,"M0140035","M0140035000","NA","No","209 N Jackson St","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035377?filename=communitymapuga/attachments/1465483099457.jpg",NA,NA,NA,2016-06-09 10:36:14,2016-06-09 10:38:25,"uuid:a8ba3d51-8bcd-474c-8fb7-08ce83a26a9c","a8ba3d51-8bcd-474c-8fb7-08ce83a26a9c","2016-06-30T16:10:22",NA,NA,201606011515,131,"communitymapuga","M0140035000"
"Taylor",2016-06-09,"M0140048","M0140048000","NA","No","214 W Highland Av","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035378?filename=communitymapuga/attachments/1465482428521.jpg",NA,NA,NA,2016-06-09 10:25:22,2016-06-09 10:27:13,"uuid:5fef9b24-02f6-43a5-aaf4-518de55eb1ab","5fef9b24-02f6-43a5-aaf4-518de55eb1ab","2016-06-30T16:10:24",NA,NA,201606011515,111,"communitymapuga","M0140048000"
"Jamie",2016-06-09,"M0140020","M0140020000","NA","No","217 N Jackson St","SF_NOGAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035379?filename=communitymapuga/attachments/1465483246482.jpg",NA,NA,NA,2016-06-09 10:38:32,2016-06-09 10:41:33,"uuid:f3e82548-4415-4cce-aeb4-dd35adecd943","f3e82548-4415-4cce-aeb4-dd35adecd943","2016-06-30T16:10:25",NA,NA,201606011515,181,"communitymapuga","M0140020000"
"Taylor",2016-06-09,NA,"M0140050000","NA","No","205 W Highland Av","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035381?filename=communitymapuga/attachments/1465482823931.jpg",NA,NA,NA,2016-06-09 10:28:32,2016-06-09 10:33:50,"uuid:04ab992c-3fcf-411c-ba64-2cc22c969b78","04ab992c-3fcf-411c-ba64-2cc22c969b78","2016-06-30T16:10:27",NA,NA,201606011515,318,"communitymapuga","M0140050000"
"Taylor",2016-06-27,"M0130005","M0130005000","NA","No","219 Bryant rd.","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035380?filename=communitymapuga/attachments/1467046510678.jpg",NA,NA,NA,2016-06-27 12:53:23,2016-06-27 13:33:35,"uuid:c99a24ec-7353-4c56-b715-ea3caf0d06e5","c99a24ec-7353-4c56-b715-ea3caf0d06e5","2016-06-30T16:10:27",NA,NA,201606011515,2412,"communitymapuga","M0130005000"
"Taylor",2016-06-27,"M0130053","M0130053000","NA","No","429 Edwards street","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035382?filename=communitymapuga/attachments/1467047144627.jpg",NA,NA,NA,2016-06-27 12:57:16,2016-06-27 13:05:53,"uuid:89d6dafe-7ab4-4e66-913a-1821a785c3bb","89d6dafe-7ab4-4e66-913a-1821a785c3bb","2016-06-30T16:10:29",NA,NA,201606011515,517,"communitymapuga","M0130053000"
"Taylor",2016-06-09,"M0140033","M0140033000","NA","No","204 N Jackson St ","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035383?filename=communitymapuga/attachments/1465483028262.jpg",NA,NA,NA,2016-06-09 10:35:36,2016-06-09 10:37:13,"uuid:fb22fd05-d525-4dca-a2b8-36b3ee249230","fb22fd05-d525-4dca-a2b8-36b3ee249230","2016-06-30T16:10:30",NA,NA,201606011515,97,"communitymapuga","M0140033000"
"Taylor",2016-06-27,"M0130054","M0130054000","NA","No","425 Edwards street","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035384?filename=communitymapuga/attachments/1467047216002.jpg",NA,NA,NA,2016-06-27 13:05:55,2016-06-27 13:07:03,"uuid:789de345-ffb7-4994-84be-270f4f91b462","789de345-ffb7-4994-84be-270f4f91b462","2016-06-30T16:10:31",NA,NA,201606011515,68,"communitymapuga","M0130054000"
"Taylor",2016-06-09,"M0140034","M0140034000","NA","No","208 n Jackson St","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035385?filename=communitymapuga/attachments/1465483122228.jpg",NA,NA,NA,2016-06-09 10:37:16,2016-06-09 10:38:49,"uuid:b08a2407-3c0c-46e3-9dbd-1da695bb6fbd","b08a2407-3c0c-46e3-9dbd-1da695bb6fbd","2016-06-30T16:10:32",NA,NA,201606011515,93,"communitymapuga","M0140034000"
"Taylor",2016-06-27,"M0130068","M0130068000","NA","No","417 Edwards street","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035386?filename=communitymapuga/attachments/1467047357172.jpg",NA,NA,NA,2016-06-27 13:07:31,2016-06-27 13:09:26,"uuid:94e8adc4-70ac-43db-934d-5798cf945417","94e8adc4-70ac-43db-934d-5798cf945417","2016-06-30T16:10:34",NA,NA,201606011515,115,"communitymapuga","M0130068000"
"Taylor",2016-06-09,"M0140021","M0140021000","NA","No","212 N Jackson St","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035387?filename=communitymapuga/attachments/1465483232668.jpg",NA,NA,NA,2016-06-09 10:39:15,2016-06-22 13:02:57,"uuid:03040edd-e7b0-4643-836c-973303c12ce0","03040edd-e7b0-4643-836c-973303c12ce0","2016-06-30T16:10:35",NA,NA,201606011515,1131822,"communitymapuga","M0140021000"
"Jamie",2016-06-27,"M0060254","M0060254000","NA","No","417 Walton St","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2035388?filename=communitymapuga/attachments/1467047963515.jpg",NA,NA,NA,2016-06-27 13:09:29,2016-06-27 13:19:47,"uuid:8be8b0cc-3852-4110-9235-e5bc4d07369d","8be8b0cc-3852-4110-9235-e5bc4d07369d","2016-06-30T16:10:36",NA,NA,201606011515,618,"communitymapuga","M0060254000"
"Jamie",2016-06-22,"M0160072","M0160072000","NA","No","203 Alcovy St","DUPLEX",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035389?filename=communitymapuga/attachments/1466615718712.jpg",NA,NA,NA,2016-06-22 13:12:56,2016-06-22 13:19:23,"uuid:f0abc3a8-0c3a-4c20-9209-bc3b267c9fed","f0abc3a8-0c3a-4c20-9209-bc3b267c9fed","2016-06-30T16:10:37",NA,NA,201606011515,387,"communitymapuga","M0160072000"
"Jamie",2016-06-27,"M0060265","M0060265000","NA","No","209 Highland Ter","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2035390?filename=communitymapuga/attachments/1467048392765.jpg",NA,NA,NA,2016-06-27 13:24:02,2016-06-27 13:26:41,"uuid:d55c23a9-c0d0-49ce-a915-f824aedc4a9e","d55c23a9-c0d0-49ce-a915-f824aedc4a9e","2016-06-30T16:10:38",NA,NA,201606011515,159,"communitymapuga","M0060265000"
"Jamie",2016-06-22,"M0160071","M0160071000","NA","No","205 Alcovy St","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035395?filename=communitymapuga/attachments/1466615820252.jpg",NA,NA,NA,2016-06-22 13:15:32,2016-06-22 13:17:04,"uuid:220c198e-cb49-48a6-997f-423c720ec184","220c198e-cb49-48a6-997f-423c720ec184","2016-06-30T16:10:40",NA,NA,201606011515,92,"communitymapuga","M0160071000"
"M0060263",2016-06-27,"M0060263","M0060263000","NA","No","210 Highland Ter","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2035396?filename=communitymapuga/attachments/1467048502398.jpg",NA,NA,NA,2016-06-27 13:26:49,2016-06-27 13:28:26,"uuid:d5d22833-5ae0-4668-92fa-2cceb01c6b22","d5d22833-5ae0-4668-92fa-2cceb01c6b22","2016-06-30T16:10:40",NA,NA,201606011515,97,"communitymapuga","M0060263000"
"Jamie",2016-06-22,"M0160070","M0160070000","NA","No","211 Alcovy St","DUPLEX",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good",NA,"http://classic.ona.io/api/v1/files/2035397?filename=communitymapuga/attachments/1466615922058.jpg",NA,NA,NA,2016-06-22 13:17:21,2016-06-22 13:19:00,"uuid:260f66e2-b42b-45b9-b1ad-63f9d6c2774a","260f66e2-b42b-45b9-b1ad-63f9d6c2774a","2016-06-30T16:10:42",NA,NA,201606011515,99,"communitymapuga","M0160070000"
"Jamie",2016-06-27,"M0060262","M0060262000","NA","No","208 Highland Ter","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2035398?filename=communitymapuga/attachments/1467048579390.jpg",NA,NA,NA,2016-06-27 13:28:41,2016-06-27 13:29:44,"uuid:6d8efc8f-a366-406f-83ca-1fb09c2ee509","6d8efc8f-a366-406f-83ca-1fb09c2ee509","2016-06-30T16:10:44",NA,NA,201606011515,63,"communitymapuga","M0060262000"
"Jamie",2016-06-22,"M0160069","M0160069000","NA","No","215 Alcovy St","DUPLEX",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Could use fresh paint on bottom of house","http://classic.ona.io/api/v1/files/2035399?filename=communitymapuga/attachments/1466616225221.jpg",NA,NA,NA,2016-06-22 13:21:59,2016-06-22 13:23:50,"uuid:3da9750d-7fb4-4404-9871-7b3c9e7fcdb7","3da9750d-7fb4-4404-9871-7b3c9e7fcdb7","2016-06-30T16:10:44",NA,NA,201606011515,111,"communitymapuga","M0160069000"
"Jamie",2016-06-27,"M0060261","M0060261000","NA","No","202 Highland Ter","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair","Missing house numbers","http://classic.ona.io/api/v1/files/2035400?filename=communitymapuga/attachments/1467048675287.jpg",NA,NA,NA,2016-06-27 13:30:03,2016-06-27 13:31:19,"uuid:04e98445-9f30-4f03-a308-2d96d56b6d42","04e98445-9f30-4f03-a308-2d96d56b6d42","2016-06-30T16:10:46",NA,NA,201606011515,76,"communitymapuga","M0060261000"
"Jamie",2016-06-22,"M0160068","M0160068000","NA","No","219 Alcovy St","DUPLEX",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2035401?filename=communitymapuga/attachments/1466616417262.jpg",NA,NA,NA,2016-06-22 13:25:45,2016-06-22 13:27:02,"uuid:33af1601-428b-476b-8c6f-1105af243cdf","33af1601-428b-476b-8c6f-1105af243cdf","2016-06-30T16:10:47",NA,NA,201606011515,77,"communitymapuga","M0160068000"
